filename_adv,type_adv,RA_center_adv,DEC_center_adv,sig_adv,Nr_adv,RA_adv,DEC_adv,Roll_adv,base_name,attack,level,filename_gen,type_gen,RA_center_gen,DEC_center_gen,sig_gen,Nr_gen,RA_gen,DEC_gen,Roll_gen,RA_error,DEC_error,Roll_error
20090111_012901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090111_012901_s4h1A.fts,star_spoofing,very_subtle,20090111_012901_s4h1A.fts,genuine,350.0,-5.0,0.00040606,22.0,348.4986,-4.6836,-155.9573,,,
20090111_024901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090111_024901_s4h1A.fts,star_spoofing,very_subtle,20090111_024901_s4h1A.fts,genuine,350.0,-5.0,0.00013104,17.0,348.5486,-4.6685,-155.912,,,
20090111_040901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090111_040901_s4h1A.fts,star_spoofing,very_subtle,20090111_040901_s4h1A.fts,genuine,350.0,-5.0,0.00038908,22.0,348.6022,-4.6455,-155.9093,,,
20090111_044901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090111_044901_s4h1A.fts,star_spoofing,very_subtle,20090111_044901_s4h1A.fts,genuine,350.0,-5.0,0.00034681,22.0,348.6286,-4.6343,-155.9023,,,
20090111_052901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090111_052901_s4h1A.fts,star_spoofing,very_subtle,20090111_052901_s4h1A.fts,genuine,350.0,-5.0,0.00031583,22.0,348.6555,-4.6238,-155.9028,,,
20090111_064901_s4h1A__star_spoofing__very_subtle.fts,adversarial,350.0,-5.0,0.00038555,22.0,348.7101,-4.6029,-155.9127,20090111_064901_s4h1A.fts,star_spoofing,very_subtle,20090111_064901_s4h1A.fts,genuine,350.0,-5.0,0.00047591,23.0,348.7089,-4.6024,-155.8962,0.0011999999999829924,-0.0004999999999997229,-0.01650000000000773
20090111_072901_s4h1A__star_spoofing__very_subtle.fts,adversarial,350.0,-5.0,0.00038582,22.0,348.7362,-4.5914,-155.9005,20090111_072901_s4h1A.fts,star_spoofing,very_subtle,20090111_072901_s4h1A.fts,genuine,350.0,-5.0,0.00038348,23.0,348.7353,-4.5916,-155.8946,0.0009000000000014552,0.00019999999999953388,-0.005899999999996908
20090111_080901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090111_080901_s4h1A.fts,star_spoofing,very_subtle,20090111_080901_s4h1A.fts,genuine,350.0,-5.0,0.0004391,23.0,348.7617,-4.5801,-155.8988,,,
20090111_084901_s4h1A__star_spoofing__very_subtle.fts,adversarial,350.0,-5.0,0.00040434,22.0,348.7899,-4.5695,-155.9104,20090111_084901_s4h1A.fts,star_spoofing,very_subtle,20090111_084901_s4h1A.fts,genuine,350.0,-5.0,0.00036759,23.0,348.7886,-4.569,-155.898,0.0013000000000147338,-0.0004999999999997229,-0.012400000000013733
20090111_092901_s4h1A__star_spoofing__very_subtle.fts,adversarial,350.0,-5.0,0.00035315,22.0,348.816,-4.5581,-155.8876,20090111_092901_s4h1A.fts,star_spoofing,very_subtle,20090111_092901_s4h1A.fts,genuine,350.0,-5.0,0.00032751,23.0,348.8155,-4.5573,-155.8917,0.0004999999999881766,-0.0007999999999999119,0.004099999999993997
